"Ukazatel","Typ údaje","Území","CZ-COICOP","Měsíce","Hodnota"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2003","73.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2003","73"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2003","72.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2004","73.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2004","73.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2004","73.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2004","74.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2004","76.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2004","76.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2004","77"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2004","77.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2004","77.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2004","78.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2004","77.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2004","77.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2005","78.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2005","78.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2005","78.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2005","79.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2005","79.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2005","79.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2005","79.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2005","79.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2005","80"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2005","80.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2005","79"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2005","78.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2006","79.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2006","79.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2006","80"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2006","81.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2006","81.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2006","82"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2006","81.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2006","82.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2006","83.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2006","83.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2006","83.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2006","83.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2007","83.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2007","83.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2007","84"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2007","84.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2007","84.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2007","85"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2007","85.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2007","85.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2007","86"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2007","86.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2007","85.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2007","86.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2008","88.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2008","89.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2008","89.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2008","90.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2008","90.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2008","91"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2008","90.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2008","90.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2008","91.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2008","91.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2008","90.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2008","90.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2009","91"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2009","91"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2009","91.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2009","92"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2009","92.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2009","92.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2009","91.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2009","91.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2009","92.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2009","92.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2009","91.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2009","91.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2010","91.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2010","91.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2010","92"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2010","92.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2010","93.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2010","93.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2010","92.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2010","93"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2010","93.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2010","93"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2010","92.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2010","92.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2011","92.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2011","92.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2011","92.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2011","93"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2011","93.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2011","93.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2011","93.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2011","93.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2011","94"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2011","93.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2011","93.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2011","93.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2012","94.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2012","94.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2012","94.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2012","95.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2012","96.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2012","96.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2012","95.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2012","96.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2012","97.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2012","96.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2012","95.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2012","95.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2013","95.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2013","96"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2013","96.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2013","97.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2013","97.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2013","97.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2013","97.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2013","97.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2013","98.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2013","98"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2013","97.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2013","97.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2014","97.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2014","97.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2014","97.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2014","98.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2014","99.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2014","99.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2014","99.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2014","99.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2014","100.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2014","99.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2014","98.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2014","98.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2015","98.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2015","98.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2015","99.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2015","100"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2015","100.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2015","100.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2015","100.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2015","100.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2015","100.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2015","100.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2015","99.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2015","99.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2016","99.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2016","100"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2016","100.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2016","101.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2016","101.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2016","101.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2016","101.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2016","101.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2016","102"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2016","102.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2016","102"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2016","104.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2017","104.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2017","105.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2017","105.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2017","106.5"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2017","107.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2017","107.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2017","107.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2017","107.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2017","108.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2017","108"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2017","107.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2017","108"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2018","108.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2018","108.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2018","108.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2018","109.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2018","110.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2018","110.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2018","111.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2018","111.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2018","111.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2018","111.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2018","111.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2018","111.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2019","112"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2019","112.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2019","113"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2019","114.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2019","114.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2019","115.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2019","116"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2019","116.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2019","117.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2019","117.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2019","117.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2019","117.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2020","118.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2020","119.1"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2020","119.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2020","119.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2020","120.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2020","120.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2020","121.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2020","121.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2020","121.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2020","121.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","listopad 2020","121.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","prosinec 2020","121.3"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","leden 2021","121.6"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","únor 2021","121.7"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","březen 2021","121.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","duben 2021","121.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","květen 2021","122.2"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červen 2021","123.4"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","červenec 2021","124.8"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","srpen 2021","126"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","září 2021","126.9"
"Harmonizovaný index spotřebitelských cen (HICP)","Bazický index (2015 = 100)","Česko","Stravování a ubytování","říjen 2021","127.8"
